,OBJECTID,CalSim_ID,Riv_Mi,Riv_Name,Comment,C2VSIM_GW,C2VSIM_SW,CalSim2_ID,Type,Sub_Type,Nrest_Gage,Strm_Code,RM_II,HR,geometry
160,161.0,CMPFW,18.0,Bear River,Camp Far West Reservoir,334,357,S286,STR,NSM,,,,SAC,POINT (-121.31736314866978 39.04947305123358)
161,162.0,BRR050,49.83,Bear River,Bear River Canal diversion at Rollins Reservoir??,,,,CH,STM,,BRR,50.0,SAC,POINT (-120.95395863428182 39.13414925462807)
162,163.0,CCH003,3.0,Cache Creek,C2VSIM Node,359,395,,CH,STM,,CCH,3.0,SAC,POINT (-121.71132662347557 38.68225647225845)
163,164.0,CCH006,6.0,Cache Creek,C2VSIM Node,358,394,,CH,STM,,CCH,6.0,SAC,POINT (-121.71623325618347 38.7247195592587)
164,165.0,CCH012,12.43,Cache Creek,Cache Creek at Yolo. USGS11452500. C2VSIM Node,348,393,,CH,SG,11452500,CCH,12.0,SAC,POINT (-121.80683029252833 38.726966971841065)
165,166.0,BTC045,44.57,Butte Creek,Parrot-Phelan Dam,,,,CH,STM,,BTC,45.0,SAC,POINT (-121.75053398602715 39.70960449171005)
166,167.0,FTR051,51.0,Feather River,Near DWR #A05165 (GRL),,,,CH,SG,DWR A0-5165,FTR,51.0,SAC,POINT (-121.64510404187477 39.36506882078479)
167,168.0,11_SA2,,,,,,,S,A,,,,SAC,POINT (-121.80302969145383 39.465174525612085)
168,169.0,JBC002,1.81,Joint Board Canal,,,,,CH,CNL,,JBC,2.0,SAC,POINT (-121.67675827613898 39.438380568589146)
169,170.0,LDC007,7.43,Little Dry Creek,,,,,CH,STM,,LDC,7.0,SAC,POINT (-121.84501136208594 39.46451585504789)
170,171.0,WSE003,3.0,Wise Canal,Diversion to Boardman-Fiddler Green Diversion,,,,CH,CNL,,WSE,3.0,SAC,POINT (-121.07933301847 38.94904293085221)
171,172.0,WSE004,3.74,Wise Canal,Rock Creek Reservoir,,,,CH,CNL,11425410,WSE,4.0,SAC,POINT (-121.09009978769687 38.94511431324839)
172,173.0,DRM002,1.66,Drum Canal,Spill to Bear River (YB-137),,,,CH,CNL,,DRM,2.0,SAC,POINT (-120.66090280634731 39.30895708737452)
173,174.0,DRM001,0.88,Drum Canal,Drum Canal at Tunnel Outlet near Emigrant Gap,,,,CH,SG,11414170,DRM,1.0,SAC,POINT (-120.65325285173256 39.31745709489477)
174,175.0,BRR074,73.88,Bear River,Spill from Drum and South Yuba Canals,,,,CH,STM,,BRR,74.0,SAC,POINT (-120.66659305314448 39.30943852309697)
175,176.0,SYC003,1.87,South Yuba Canal,Spill to Bear River (YB-139),,,,CH,CNL,,SYC,3.0,SAC,POINT (-120.66660173130485 39.31035316054357)
176,177.0,17S_NA,,,,,,,NP,A,,,,SAC,POINT (-121.63583948781495 38.880435622132794)
177,178.0,19_NU,,,Groundwater,,,,NP,U,,,,SAC,POINT (-121.81556936873352 38.93141986484163)
178,179.0,19_SA,,,,,,,S,A,,,,SAC,POINT (-121.71332037280354 38.894961594948164)
179,180.0,15N_NA2,,,,,,,NP,A,,,,SAC,POINT (-121.53360394359119 39.217130553604726)
180,181.0,15N_NU,,,,,,,NP,U,,,,SAC,POINT (-121.57371619960519 39.16231569536354)
181,182.0,15N_NA1,,,,,,,NP,A,,,,SAC,POINT (-121.59855671477713 39.273360947551076)
182,183.0,14_NA,,,,,,,NP,A,,,,SAC,POINT (-121.41736777224142 39.26042658210925)
183,184.0,RFS14,,,,,,,RFS,NA,,,,SAC,POINT (-121.45891332369773 39.25991343679751)
184,185.0,13_NU2,,,Small Urban Communities,,,,NP,U,,,,SAC,POINT (-121.5342140807784 39.43941467146141)
185,186.0,BSL004,3.8,Butte Slough,Butte Slough near Meridian,,,,CH,SG,11390395 / DWR A0-2972,BSL,4.0,SAC,POINT (-121.89899217462684 39.16828310584482)
186,187.0,11_NU2,,,Groundwater,,,,NP,U,,,,SAC,POINT (-121.66278299911832 39.274955162791194)
187,188.0,11_NA,,,,,,,NP,A,,,,SAC,POINT (-121.71425808554295 39.10814705585905)
188,189.0,15S_SA,,,,,,,S,A,,,,SAC,POINT (-121.55766335947096 39.01974865481003)
189,190.0,15S_NU,,,Groundwater,,,,NP,U,,,,SAC,POINT (-121.53820410439455 39.080190520153565)
190,191.0,15S_NA2,,,,,,,NP,A,,,,SAC,POINT (-121.46803252511091 39.085537496267406)
191,192.0,JBC004,4.07,Joint Board Canal,,,,,CH,CNL,,JBC,4.0,SAC,POINT (-121.6704312500267 39.40763084957805)
192,193.0,LDC029,28.89,Little Dry Creek,,,,,CH,STM,,LDC,29.0,SAC,POINT (-121.66040646178595 39.66877758887651)
193,194.0,LDC021,20.54,Little Dry Creek,Not quite right inflow from Miocene Canal Spill,,,,CH,STM,,LDC,21.0,SAC,POINT (-121.72301019033458 39.606198392671885)
194,195.0,14_NU,,,Groundwater,,,,NP,U,,,,SAC,POINT (-121.29722938505303 39.208188249281214)
195,196.0,YBP034,34.21,Yolo Bypass,Confluence with Knights Landing Ridge Cut,,,,CH,BYP,,YBP,34.0,SAC,POINT (-121.65170628781391 38.71238015159612)
196,197.0,WLF013,12.98,Wolf Creek,Tarr Canal Diversion from Wolf Creek,,,,CH,STM,,WLF,13.0,SAC,POINT (-121.06612652664586 39.16089267830022)
197,198.0,OMR,,,Net Delta Depletion - Old and Middle Rivers,,,,OM,OMDD,,,,SAC,POINT (-121.48951828208838 37.857222130861075)
198,199.0,RFS23,,,,,,,RFS,NA,,,,SAC,POINT (-121.5262950455928 38.95091674357199)
199,200.0,23_NA,,,,,,,NP,A,,,,SAC,POINT (-121.41429841215033 38.97013328937951)
200,201.0,23_NU,,,,,,,NP,U,,,,SAC,POINT (-121.47437445772991 38.77994801482876)
201,202.0,NFA016,15.94,North Fork American River,American River Pump Station diversion to Auburn Tunnel Pump Station via Auburn Tunnel. Actual confluence of Middle and North Forks 4.1 miles upstream,,,,CH,STM,,NFA,16.0,SAC,POINT (-121.0602010304054 38.88429416446963)
202,203.0,WTPBWM,,,Bowman Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.0408716945711 38.96279126089821)
203,204.0,24_NU2,,,,,,,NP,U,,,,SAC,POINT (-121.25600643293265 38.839805004328724)
204,205.0,WTPFSS,,,PCWA Foothills and Sunset Water Treatment Plants represented at the Foothills location.,,,,WTP,NA,,,,SAC,POINT (-121.1251740469433 38.86217100271067)
205,206.0,24_NU1,,,"Auburn, Bowman, Ophir, Newcastle",,,,NP,U,,,,SAC,POINT (-121.07198131889322 38.92800743594177)
206,207.0,WTPRSV,,,City of Roseville Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.18496878849426 38.72408686404505)
207,208.0,WTPSJP,,,Sidney N. Person Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.17325647483239 38.715245494175306)
208,209.0,DCWWTP,,,Dry Creek Wastewater Treatment Plant,,,,WWTP,NA,,,,SAC,POINT (-121.31927883637984 38.73699138489305)
209,210.0,WTPSRW,,,Future SRWRS Water Treatment Plant,,,,WTP,PRP,,,,SAC,POINT (-121.58588508958114 38.71529714162965)
210,211.0,15S_NA1,,,,,,,NP,A,,,,SAC,POINT (-121.40069257258133 39.09550572582739)
211,212.0,DHC001,,Best Slough/Reeds/Dry/Hutchinson Creeks,"Conceptual Best Slough, Reeds Creek, Dry Creek, Hutchinson Creek collector",,,,CH,STM,,DHC,,SAC,POINT (-121.53608267483487 38.98227734391513)
212,213.0,24_NU3,,,North Auburn,,,,NP,U,,,,SAC,POINT (-121.10910360282502 38.95281417599976)
213,214.0,CCK038,38.13,Coon Creek,Return from Placer County WWTP#1 to Coon Creek,,,,CH,STM,,CCK,38.0,SAC,POINT (-121.11048052881361 38.96633015561549)
214,215.0,DRM011,10.67,Drum Canal,Drum Powerhouse 1 & 2 Combined Flow Drum No.1 and No.2 Power Plants near Blue Canyon. Drum Afterbay,,,,CH,SG,11414196,DRM,11.0,SAC,POINT (-120.76727582659551 39.25674393899474)
215,216.0,TWL005,4.53,Towle Canal,Alta Forebay and Alta WTP,,,,CH,CNL,,TWL,5.0,SAC,POINT (-120.78577074219727 39.21938007589372)
216,217.0,22_SA1,,,,,,,S,A,,,,SAC,POINT (-121.56404008952097 38.7400662108518)
217,218.0,22_NU,,,Groundwater,,,,NP,U,,,,SAC,POINT (-121.58466315094013 38.685575518072866)
218,219.0,22_NA,,,Groundwater,,,,NP,A,,,,SAC,POINT (-121.61879503984025 38.678643526538615)
219,220.0,RFS22,,,,,,,RFS,NA,,,,SAC,POINT (-121.53657560067856 38.66642955806835)
220,221.0,SRWWTP,,,Sacramento Regional CSD Wastewater Treatment Plant,,,,WWTP,NA,,,,SAC,POINT (-121.46327884349454 38.44917549535698)
221,222.0,RFS26N,,,Lower PCWA Urban Return Collector,,,,RFS,NA,,,,SAC,POINT (-121.32024697127598 38.78954034718693)
222,223.0,WTPFOL,,,Folsom No.1 Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.15073443797029 38.683544581274795)
223,224.0,WTPBJM,,,Carmichael Bajamont Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.30397232343373 38.62613277110956)
224,225.0,WTPSAC,,,Sacramento River Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.50141496223233 38.593798736802924)
225,226.0,WTPBTB,,,Bryte Bend Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.55022766755965 38.59667949693613)
226,227.0,WTPFBN,,,E.A. Fairbairn Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.41670797414137 38.556085758760446)
227,228.0,WTPCOL,,,Coloma Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.2650945347902 38.617757761828884)
228,229.0,26S_NU1,,,City of Sacramento south of American River,,,,PR,U,,,,SAC,POINT (-121.46543186073258 38.55548586936442)
229,230.0,WSE008,8.42,Wise Canal,Wise Powerhouse and gage at Wise Powerhouse near Auburn,,,,CH,SG,11425415,WSE,8.0,SAC,POINT (-121.09847317255307 38.88991753044322)
230,231.0,PCWA3,,,"Off-Model Node PCWA3 (Monte Vista, Colfax, Applegate",,,,OM,OMD,,,,SAC,POINT (-120.85621023202599 39.147828989099985)
231,232.0,WTPAUB,,,Auburn Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.0538180616545 38.922369239554264)
232,233.0,26N_NU4,,,,,,,PR,U,,,,SAC,POINT (-121.36978985925505 38.62538062612197)
233,234.0,26S_NU2,,,,,,,PR,U,,,,SAC,POINT (-121.36824594785726 38.54407617882829)
234,235.0,SAC049,48.85,Sacramento River,Sacramento River at Freeport.,,,,CH,SG,11447650,SAC,49.0,SAC,POINT (-121.50203375187351 38.45569776901651)
235,236.0,20_NU2,,,"Esparto CSD, Madison CSD, Winters and Small Communities",,,,NP,U,,,,SAC,POINT (-121.9923115827962 38.68229045433702)
236,237.0,DCK012,12.04,Dry Creek (Placer),Outfall from Roseville wastewater treatment plant,,,,CH,STM,,DCK,12.0,SAC,POINT (-121.31922095576361 38.73384534554219)
237,238.0,LBC038,37.85,Lower Boardman Canal,Diversion to Auburn Water Treatment Plant,,,,CH,CNL,,LBC,38.0,SAC,POINT (-121.05667325048972 38.928673518248104)
238,239.0,WTPVNY,,,Future Vineyards Surface Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.31563547323455 38.4974582164091)
239,240.0,KLR005,5.0,Knights Landing Ridge Cut,,,,,CH,CNL,,KLR,5.0,SAC,POINT (-121.68331243636602 38.73671333750946)
240,241.0,21_SA,,,,,,,S,A,,,,SAC,POINT (-121.65931235120406 38.60347741866335)
241,242.0,20_NA1,,,,,,,NP,A,,,,SAC,POINT (-121.91872982514586 38.59693116439442)
242,243.0,20_NA2,,,Groundwater,,,,NP,A,,,,SAC,POINT (-121.86707188596004 38.662613071752844)
243,244.0,20_NU1,,,Cities of Davis/Woodland and UC Davis. Groundwater,,,,NP,U,,,,SAC,POINT (-121.75498827192513 38.660909954915034)
244,245.0,21_NA,,,,,,,NP,A,,,,SAC,POINT (-121.6116446699064 38.77333768235233)
245,246.0,21_PU,,,City of West Sacramento,,,,PR,U,,,,SAC,POINT (-121.54974342545596 38.57415776524792)
246,247.0,25_PA1,,,Solano Irrigation District,,,,PR,A,,,,SAC,POINT (-121.85980245996903 38.487048771790214)
247,248.0,25_PA2,,,Maine Prairie Water District,,,,PR,A,,,,SAC,POINT (-121.85685018092222 38.371892035072804)
248,249.0,25_NA,,,,,,,NP,A,,,,SAC,POINT (-121.75902281377681 38.213686022607526)
249,250.0,25_NU,,,,,,,NP,U,,,,SAC,POINT (-121.82681905062003 38.448182225331685)
250,251.0,RFS25,,,,,,,RFS,NA,,,,SAC,POINT (-121.8592326732788 38.46487497977552)
251,252.0,MOK014,14.17,Mokelumne River,Connection to Cross Channel Canal. C2VSIM/CalSim2 Node.,494,197,414,CH,STM,,MOK,14.0,SJR,POINT (-121.49375443764283 38.22776636951358)
252,253.0,MOK019,19.03,Mokelumne River,C2VSIM Node,478,196,,CH,STM,,MOK,19.0,SJR,POINT (-121.43947422687555 38.255272716324484)
253,254.0,MOK022,22.68,Mokelumne River,"Confluence with Cosumnes River and Dry Creek. Cannot tell which fork most accurately represents Cosumnes River, but this is closer to C2VSIM?? C2VSIM/CalSim2 Node.",479,181,504,CH,STM,,MOK,22.0,SJR,POINT (-121.41150084647906 38.23242567601478)
254,255.0,MOK028,28.0,Mokelumne River,C2VSIM Node.,497,180,,CH,STM,,MOK,28.0,SJR,POINT (-121.33568737400918 38.19941370668705)
255,256.0,MOK035,34.37,Mokelumne River,C2VSIM Node. Diversion to Woodbridge Canal,512,179,,CH,STM,,MOK,35.0,SJR,POINT (-121.29824293162528 38.152022606631064)
256,257.0,MOK050,50.0,Mokelumne River,C2VSIM Node.,514,177,,CH,STM,,MOK,50.0,SJR,POINT (-121.13567468933962 38.18014221048858)
257,258.0,MOK044,44.0,Mokelumne River,C2VSIM Node.,513,178,,CH,STM,,MOK,44.0,SJR,POINT (-121.19703193393649 38.157059919839234)
258,259.0,MOK055,55.0,Mokelumne River,C2VSIM Node. CalSim2 Node??,515,173,503?,CH,STM,,MOK,55.0,SJR,POINT (-121.07075188071994 38.20596575173832)
259,260.0,CMCHE,58.22,Mokelumne River,Camanche Reservoir. C2VSIM/CalSim2 Node ~1 mi upstream USGS Gage - 11323500.,516,175,502?,STR,NA,11323500,,,SJR,POINT (-121.02188573625676 38.22613544765037)
260,261.0,CSM005,5.0,Cosumnes River,C2VSIM/CalSim2 Node near USGS Gage - 11336070,466,193,501,CH,STM,11336070,CSM,5.0,SJR,POINT (-121.3812014268443 38.28660882377588)
261,262.0,CSM011,10.95,Cosumnes River,C2VSIM Node near USGS Gage - 11336000.,454,192,,CH,STM,11336000,CSM,11.0,SJR,POINT (-121.34150484221732 38.36085465368319)
262,263.0,CSM016,16.0,Cosumnes River,C2VSIM Node.,439,191,,CH,STM,,CSM,16.0,SJR,POINT (-121.28637262106335 38.40526680504006)
263,264.0,CSM021,21.0,Cosumnes River,Downstream of Folsom South Canal Siphon. C2VSIM Node.,425,190,,CH,STM,,CSM,21.0,SJR,POINT (-121.22584001962403 38.443295953881815)
264,265.0,CSM026,26.0,Cosumnes River,C2VSIM Node,426,189,,CH,STM,,CSM,26.0,SJR,POINT (-121.17486022068752 38.48955770650482)
265,266.0,CSM033,33.0,Cosumnes River,C2VSIM Node.,443,188,,CH,STM,,CSM,33.0,SJR,POINT (-121.07014018639305 38.494530775148405)
266,267.0,DSC008,8.0,Dry Creek/Sutter Creek,C2VSIM Node ~4mi downstream of USGS Gage - 11329500,480,186,,CH,STM,,DSC,8.0,SJR,POINT (-121.28986514869385 38.24214201881104)
267,268.0,DSC016,16.0,Dry Creek/Sutter Creek,C2VSIM Node.,498,185,,CH,STM,,DSC,16.0,SJR,POINT (-121.16004773651245 38.26199581950154)
268,269.0,DSC023,22.71,Dry Creek/Sutter Creek,Dry Creek near Ione. C2VSIM Node.,499,184,,CH,SG,11328000,DSC,23.0,SJR,POINT (-121.06490518153159 38.299587791377824)
269,270.0,DSC028,28.0,Dry Creek/Sutter Creek,C2VSIM Node,505,183,,CH,STM,,DSC,28.0,SJR,POINT (-120.9916429424422 38.31527463187873)
270,271.0,DSC035,35.0,Dry Creek/Sutter Creek,C2VSIM Node,506,182,,CH,STM,,DSC,35.0,SJR,POINT (-120.95673203106645 38.39250366861304)
271,272.0,CMBIE,36.86,Bear River,Lake Combie and Combie Ophir Canal diversion,,,,STR,NSM,,BRR,37.0,SAC,POINT (-121.05827732592275 39.009781375497866)
272,273.0,WTPBUK,,,Buckeye Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-122.48824505786294 40.62664936190864)
273,274.0,60N_PU,,,SMUD Rancho Seco Power Facility. Renamed from 27_NU2,,,,PR,U,,,,SJR,POINT (-121.12173427096766 38.345512740633175)
274,275.0,71_NA3,,,,,,,NP,A,,,,SJR,POINT (-121.37085939674618 37.588304159103245)
275,276.0,71_NA1,,,,,,,NP,A,,,,SJR,POINT (-121.05493492238297 37.45541672183586)
276,277.0,OMR039,39.0,Old/Middle Rivers,,,,,CH,STM,,OMR,39.0,SJR,POINT (-121.42085862589363 37.80263766313411)
277,278.0,ORT001,1.32,Orestimba Creek,Orestimba Creek at River Road near Crows Landing.,,,,CH,SG,11274538 / DWR (OCL),ORT,1.0,SJR,POINT (-121.01576118029537 37.41342188857532)
278,279.0,60N_NA2,,,CONCEPTUAL - East Bay MUD. Renamed from 27_NU3,,,,NP,A,,,,SJR,POINT (-121.25586351098286 38.30871617124104)
279,280.0,09_NU,,,Groundwater,,,,NP,U,,,,SAC,POINT (-121.95645382989645 39.42030477294431)
280,281.0,BEC024,23.75,Bear River Canal,Halsey Powerhouse near Auburn,,,,CH,SG,11425310,BEC,24.0,SAC,POINT (-121.04191428527731 38.956864162907486)
281,282.0,CCH017,17.0,Cache Creek,C2VSIM Node,347,392,,CH,STM,,CCH,17.0,SAC,POINT (-121.86111141188343 38.69043566999813)
282,283.0,CCH023,23.0,Cache Creek,C2VSIM Node,336,391,,CH,STM,,CCH,23.0,SAC,POINT (-121.96215253108836 38.69995820338267)
283,284.0,CCH030,30.48,Cache Creek,Cache Creek at Capay Diversion Dam,335,390,,CH,STM,11452000,CCH,30.0,SAC,POINT (-122.0849074464023 38.713561326372115)
284,285.0,CLRLK,86.41,Cache Creek,Clear Lake near USGS Gage - 11450100,,,,STR,NSM,,CCH,86.0,SAC,POINT (-122.6143932884746 38.92521859357525)
285,286.0,PTH007,7.0,Putah Creek,C2VSIM Node,413,404,,CH,STM,,PTH,7.0,SAC,POINT (-121.7204900844567 38.51676057603662)
286,287.0,SACN,,,Net Delta Depletion - Sacramento River (North),,,,OM,OMDD,,,,SAC,POINT (-121.5736404341532 38.38879240504558)
287,288.0,SACW,,,Net Delta Depletion - Sacramento River (West),,,,OM,OMDD,,,,SAC,POINT (-121.8919549399308 38.09913612596015)
288,289.0,PTH011,10.77,Putah Creek,C2VSIM Node.Putah Creek near Davis. USGS11455000/DWRA09130,412,403,,CH,SG,11455000 / DWR  A0-9130,PTH,11.0,SAC,POINT (-121.78713709950127 38.52330722682354)
289,290.0,SPLDG,42.28,South Yuba River,Lake Spalding,,,,STR,NA,,,42.0,SAC,POINT (-120.64277577369849 39.32683681411503)
290,291.0,BRR073,72.91,Bear River,Bear River near Emigrant Gap,,,,CH,SG,11421710,BRR,73.0,SAC,POINT (-120.67919941860492 39.3063459006242)
291,292.0,BRR060,60.36,Bear River,Bear River below Dutch Flat Afterbay near Dutch Flat. Combined flow USGS1142179+USGS11421780.,,,,CH,SG,11421790 / 11421780,BRR,60.0,SAC,POINT (-120.84521108278366 39.21367928936243)
292,293.0,PTH015,15.0,Putah Creek,C2VSIM Node,411,402,,CH,STM,,PTH,15.0,SAC,POINT (-121.86026535903044 38.53838252558008)
293,294.0,PTH020,20.0,Putah Creek,C2VSIM Node,410,401,,CH,STM,,PTH,20.0,SAC,POINT (-121.94400948182009 38.52958912070454)
294,295.0,PTH024,24.43,Putah Creek,Putah South Canal diversion (Lake Solano). C2VSIM Node near USGS Gage - 11454210,428,400,,CH,STM,11454210,PTH,24.0,SAC,POINT (-122.0049189013321 38.49348570448931)
295,296.0,BRYSA,31.05,Putah Creek,Lake Berryessa,,,,STR,NSM,,,31.0,SAC,POINT (-122.1044384205874 38.513427309585666)
296,297.0,CBD001,0.65,Colusa Basin Drain,Knights Landing Ridgecut diversion. C2VSIM Node.,,,,CH,CNL,,CBD,1.0,SAC,POINT (-121.72996050665222 38.79559205336298)
297,298.0,CBD018,18.0,Colusa Basin Drain,C2VSIM Node,302,326,,CH,CNL,,CBD,18.0,SAC,POINT (-121.91045046175525 38.9517714270569)
298,299.0,CBD023,23.0,Colusa Basin Drain,C2VSIM Node,289,325,,CH,CNL,,CBD,23.0,SAC,POINT (-121.9724289694019 39.00522186669535)
299,300.0,CBD028,28.0,Colusa Basin Drain,C2VSIM Node,275,354,,CH,CNL,,CBD,28.0,SAC,POINT (-122.00935784004291 39.06634898226146)
300,301.0,CBD038,37.85,Colusa Basin Drain,DWR 'CDR' gage. Colusa Dran near HWY20,,,,CH,SG,DWR  (CDR),CBD,38.0,SAC,POINT (-122.06060154917894 39.195095729060995)
301,302.0,CBD031,31.48,Colusa Basin Drain,Confluence with Glenn-Colusa Canal. C2VSIM/CalSim2 Node,268,317,145,CH,CNL,,CBD,31.0,SAC,POINT (-122.01851295686 39.11487327251436)
302,303.0,CBD012,12.0,Colusa Basin Drain,C2VSIM/CalSim2 Node,314,327,148,CH,CNL,,CBD,12.0,SAC,POINT (-121.9104488937526 38.867872666289806)
303,304.0,CBD041,41.0,Colusa Basin Drain,C2VSIM Node,253,320,,CH,CNL,,CBD,41.0,SAC,POINT (-122.08802664267957 39.23129214823438)
304,305.0,CBD044,44.0,Colusa Basin Drain,C2VSIM Node,239,319,,CH,CNL,,CBD,44.0,SAC,POINT (-122.09280649603912 39.27153889977058)
305,306.0,CBD049,49.0,Colusa Basin Drain,C2VSIM Node,220,318,,CH,CNL,,CBD,49.0,SAC,POINT (-122.08426577427055 39.334394795282265)
306,307.0,LWSTN,112.29,Trinity River,Lewiston Dam near Clear Creek Tunnel diversion from Lewiston Lake. CalSim2 Node,,,100,STR,SIM,,,,SAC,POINT (-122.7907819623431 40.72680356083036)
307,308.0,TRNTY,119.56,Trinity River,Trinity Dam (Clair Engle Lake). CalSim2 Node,,,S1,STR,SIM,,,,SAC,POINT (-122.76291833685045 40.8011780316196)
308,309.0,GCC007,7.0,Glenn-Colusa Canal,Downstream of Stony Creek crossing.??,,,,CH,CNL,,GCC,7.0,SAC,POINT (-122.01207656414196 39.6965907596156)
309,310.0,GCC010,10.0,Glenn-Colusa Canal,C2VSIM Node,139,304,,CH,CNL,,GCC,10.0,SAC,POINT (-122.02719535968981 39.65871404861648)
310,311.0,GCC015,15.0,Glenn-Colusa Canal,C2VSIM Node,154,305,,CH,CNL,,GCC,15.0,SAC,POINT (-122.08355368174765 39.616193407768364)
311,312.0,GCC022,22.0,Glenn-Colusa Canal,C2VSIM Node,169,306,,CH,CNL,,GCC,22.0,SAC,POINT (-122.15762179020952 39.54293661942433)
312,313.0,GCC027,27.0,Glenn-Colusa Canal,Depending on which GCID lateral diverts to Sacramento NWR this node may need to be a couple of miles upstream?? C2VSIM Node,183,307,,CH,CNL,,GCC,27.0,SAC,POINT (-122.2155875629092 39.50035301506145)
313,314.0,GCC032,32.0,Glenn-Colusa Canal,C2VSIM Node,198,308,,CH,CNL,,GCC,32.0,SAC,POINT (-122.2366991700719 39.43218806961117)
314,315.0,GCC039,39.0,Glenn-Colusa Canal,C2VSIM Node,216,310,,CH,CNL,,GCC,39.0,SAC,POINT (-122.24624639896727 39.33950693275315)
315,316.0,GCC042,42.0,Glenn-Colusa Canal,"If this is referring to the TCC/GCC interties, there are two and neither are located here.  In order to fix, nodes must be re-ordered?? C2VSIM Node",227,311,,CH,CNL,,GCC,42.0,SAC,POINT (-122.23557933223375 39.30536035190392)
316,317.0,GCC046,46.0,Glenn-Colusa Canal,C2VSIM Node,236,312,,CH,CNL,,GCC,46.0,SAC,POINT (-122.24601881793733 39.25503149463404)
317,318.0,GCC050,50.0,Glenn-Colusa Canal,C2VSIM Node,250,313,,CH,CNL,,GCC,50.0,SAC,POINT (-122.25393321935564 39.199212496197475)
318,319.0,GCC056,55.57,Glenn-Colusa Canal,Williams Wasteway. C2VSIM Node,258,314,,CH,CNL,,GCC,56.0,SAC,POINT (-122.21025105969171 39.13831383412015)
319,320.0,GCC060,60.0,Glenn-Colusa Canal,C2VSIM Node,266,315,,CH,CNL,,GCC,60.0,SAC,POINT (-122.14622923050553 39.11420524415134)
320,321.0,GCC065,65.0,Glenn-Colusa Canal,C2VSIM Node,267,316,,CH,CNL,,GCC,65.0,SAC,POINT (-122.06940474262217 39.11525050801964)
321,322.0,TCC001,0.5,Tehama-Colusa Canal,Tehama-Colusa/Corning canal bifurcation.,,,,CH,CNL,,TCC,1.0,SAC,POINT (-122.19853464907082 40.14656812250779)
322,323.0,TCC022,22.0,Tehama-Colusa Canal,"Moved this node to mile 22 b/c Kirkwood WD (4_PA2) is here, not at mile12??",,,,CH,CNL,,TCC,22.0,SAC,POINT (-122.1744493888074 39.86952761766666)
323,324.0,TCC031,31.0,Tehama-Colusa Canal,Inflow from Stony Creek flood flows. Near USGS Gage - 394448122091401,,,,CH,CNL,,TCC,31.0,SAC,POINT (-122.15506435081839 39.74495319600395)
324,325.0,TCC036,36.0,Tehama-Colusa Canal,Diversion to 7N_PA,,,,CH,CNL,,TCC,36.0,SAC,POINT (-122.19979606857265 39.690001845652155)
325,326.0,TCC062,62.39,Tehama-Colusa Canal,TCC/GCC north Intertie. Moved from schematic location to match existing??,,,,CH,CNL,,TCC,62.0,SAC,POINT (-122.28085812837364 39.379498451094264)
